file,peak_fs,rms,centroid_hz,active_ms,clip_samples
previews_real_reference/00_catalog_all_presets_real_reference.wav,0.976104736328125,0.06043179541451754,7443.712152615581,6847.482993197278,0
previews_real_reference/01_pistol_empty_real_reference.wav,0.93670654296875,0.047889132339043856,10046.138629750703,32.76643990929705,0
previews_real_reference/02_pistol_handling_real_reference.wav,0.719635009765625,0.036655232945757864,8813.801116234239,70.8390022675737,0
previews_real_reference/03_magnum_empty_real_reference.wav,0.926116943359375,0.07197740304928565,6843.1825422438715,77.50566893424036,0
previews_real_reference/04_magnum_latch_real_reference.wav,0.893157958984375,0.06204889128792957,7410.606639412742,71.20181405895691,0
previews_real_reference/05_sniper_empty_real_reference.wav,0.930267333984375,0.05386932520254184,8863.077414088404,41.42857142857142,0
previews_real_reference/06_sniper_bolt_dry_real_reference.wav,0.92694091796875,0.095461570552109,7786.416321623119,211.42857142857144,0
previews_real_reference/07_smg_empty_real_reference.wav,0.966400146484375,0.05397243824650413,9186.26397427347,35.66893424036281,0
previews_real_reference/08_smg_selector_real_reference.wav,0.8875732421875,0.0284992615733445,10414.696104200575,24.58049886621315,0
previews_real_reference/09_launcher_empty_real_reference.wav,0.90753173828125,0.09233959071961664,4160.5412272779495,90.20408163265306,0
previews_real_reference/10_launcher_latch_real_reference.wav,0.976104736328125,0.10343350653137683,4359.596309360417,99.36507936507937,0
previews_real_reference/11_shotgun_empty_real_reference.wav,0.92401123046875,0.07550374088504691,6843.8291446360045,57.89115646258503,0
previews_real_reference/12_shotgun_safety_real_reference.wav,0.907989501953125,0.03174978493760167,10719.869051817528,28.934240362811792,0
speeds_real_reference/06_sniper_bolt_fast.wav,0.905792236328125,0.08468305733193981,8539.522595198561,174.21768707482994,0
speeds_real_reference/06_sniper_bolt_normal.wav,0.92694091796875,0.095461570552109,7786.416321623119,211.42857142857144,0
speeds_real_reference/06_sniper_bolt_slow.wav,0.914794921875,0.10256977195991956,8109.580552393067,240.6122448979592,0
speeds_real_reference/10_launcher_latch_fast.wav,0.907928466796875,0.0981883906627815,3970.966183302281,88.88888888888889,0
speeds_real_reference/10_launcher_latch_slow.wav,0.928466796875,0.1078998360465396,4442.058486305506,108.45804988662132,0
stems_real_reference/06_sniper_bolt_dry.wav,0.904205322265625,0.09546126579824092,7783.7756392307765,179.6825396825397,0
stems_real_reference/06_sniper_bolt_mix.wav,0.92694091796875,0.095461570552109,7786.416321623119,211.42857142857144,0
stems_real_reference/06_sniper_bolt_room.wav,0.057861328125,0.00656045290612941,7725.743614870638,228.88888888888889,0
variants_real_reference/06_sniper_bolt_variant_0_tight.wav,0.908111572265625,0.09626205899714776,7962.332448259066,211.42857142857144,0
variants_real_reference/06_sniper_bolt_variant_1_neutral.wav,0.92694091796875,0.095461570552109,7786.416321623119,211.42857142857144,0
variants_real_reference/06_sniper_bolt_variant_2_heavy.wav,0.903717041015625,0.09405585440435238,7853.231697234516,211.42857142857144,0
