id,name,peak_v15,rms_v15,centroid_v15_hz,active_v15_ms,clips_v15,peak_v16,rms_v16,centroid_v16_hz,active_v16_ms,clips_v16
1,01_pistol_empty_real_reference.wav,0.930389404296875,0.049217104019270916,10299.677447201659,31.247165532879816,0,0.93670654296875,0.047889132339043856,10046.138629750703,32.76643990929705,0
2,02_pistol_handling_real_reference.wav,0.7279052734375,0.035706441012754615,9284.510296819613,69.59183673469389,0,0.719635009765625,0.036655232945757864,8813.801116234239,70.8390022675737,0
3,03_magnum_empty_real_reference.wav,0.950347900390625,0.07220422755441645,6923.813954858825,63.265306122448976,0,0.926116943359375,0.07197740304928565,6843.1825422438715,77.50566893424036,0
4,04_magnum_latch_real_reference.wav,0.90716552734375,0.06088438831056112,7414.798053903828,70.95238095238095,0,0.893157958984375,0.06204889128792957,7410.606639412742,71.20181405895691,0
5,05_sniper_empty_real_reference.wav,0.94171142578125,0.053792920118708,8893.486456245906,38.321995464852606,0,0.930267333984375,0.05386932520254184,8863.077414088404,41.42857142857142,0
6,06_sniper_bolt_dry_real_reference.wav,0.94110107421875,0.09475964484939164,7814.013496123576,208.77551020408163,0,0.92694091796875,0.095461570552109,7786.416321623119,211.42857142857144,0
7,07_smg_empty_real_reference.wav,0.934600830078125,0.05300299696544889,9022.1058311675,39.002267573696145,0,0.966400146484375,0.05397243824650413,9186.26397427347,35.66893424036281,0
8,08_smg_selector_real_reference.wav,0.838134765625,0.02804583648354171,10740.395429181644,26.802721088435376,0,0.8875732421875,0.0284992615733445,10414.696104200575,24.58049886621315,0
9,09_launcher_empty_real_reference.wav,0.938232421875,0.09321005869593696,4103.726770491843,80.99773242630386,0,0.90753173828125,0.09233959071961664,4160.5412272779495,90.20408163265306,0
10,10_launcher_latch_real_reference.wav,0.964447021484375,0.10143046784630712,4102.821835862166,99.1609977324263,0,0.976104736328125,0.10343350653137683,4359.596309360417,99.36507936507937,0
11,11_shotgun_empty_real_reference.wav,0.923370361328125,0.07623604088474588,6706.729651237616,56.93877551020408,0,0.92401123046875,0.07550374088504691,6843.8291446360045,57.89115646258503,0
12,12_shotgun_safety_real_reference.wav,0.92901611328125,0.03162363984482525,10438.738290504796,27.82312925170068,0,0.907989501953125,0.03174978493760167,10719.869051817528,28.934240362811792,0
